product_name,sku,price_usd,status,pitch_in,diameter_in,weight_g,categories
4.1x4.1E,LP04141E,2.55,In Stock,4.1,4.1,3.129771,"Multi Rotor (Electric Only), Speed 400 (Electric Only)"
4.1x4.1EP,LP04141EP,2.55,In Stock,4.1,4.1,3.129771,"Multi Rotor (Electric Only), Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
4.2x2,LP04220,2.6,In Stock,2.0,4.2,3.129771,Sport
4.2x4,LP04240,2.6,In Stock,4.0,4.2,3.129771,"Free Flight, Sport"
4.4x4,LP04440,2.6,In Stock,4.0,4.4,3.991592,"Free Flight, Sport"
4.5x3.5,LP04535,2.6,In Stock,3.5,4.5,3.991592,"Pylon Combat, 1/2A Pylon Combat"
4.5x4,LP04540,2.6,In Stock,4.0,4.5,3.991592,"Pylon Combat, 1/2A Pylon Combat"
4.5x4.1E,LP04541E,2.55,In Stock,4.1,4.5,3.991592,Speed 400 (Electric Only)
4.6x3,LP04630,2.6,Discontinued,3.0,4.6,5.125566999999999,"Pylon Combat, 1/2A Pylon Combat"
4.7x4.2E,LP04742E,2.55,In Stock,4.2,4.7,3.129771,Speed 400 (Electric Only)
4.75x4.5E,LP04745E,2.55,In Stock,4.5,4.75,3.991592,Speed 400 (Electric Only)
4.75x4.5EC,LP04745EC,7.8,In Stock,4.5,4.75,3.129771,"Speed 400 (Electric Only), Carbon Fiber (Electric Only)"
4.75x4.75E,LP04747E,2.55,In Stock,4.75,4.75,3.991592,"Multi Rotor (Electric Only), Speed 400 (Electric Only)"
4.75x4.75EC,LP04747EC,7.8,In Stock,4.75,4.75,3.129771,"Speed 400 (Electric Only), Carbon Fiber (Electric Only)"
4.75x4.75EP,LP04747EP,2.55,In Stock,4.75,4.75,3.991592,"Multi Rotor (Electric Only), Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
4.75x4,LP04754,2.6,In Stock,4.0,4.75,5.942029,"Pylon Combat, 1/2A Pylon Combat"
4.75x5.5E,LP04755E,2.55,In Stock,5.5,4.75,3.991592,Speed 400 (Electric Only)
5x11E,LP05011E,2.67,In Stock,11.0,5.0,4.989489999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only)"
5x11EP,LP05011EP,2.67,In Stock,11.0,5.0,4.989489999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
5x3,LP05030,2.6,In Stock,3.0,5.0,5.942029,"Free Flight, Sport"
5x3E,LP05030E,2.55,In Stock,3.0,5.0,3.129771,"Thin Electric, Multi Rotor (Electric Only)"
5x3E-B4,LP05030E-B4,5.63,Discontinued,3.0,5.0,12.519084,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
5x3EP,LP05030EP,2.55,In Stock,3.0,5.0,3.129771,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation)"
5x4R-LH,LP05040R-LH,3.12,In Stock,4.0,5.0,7.983184,"Multi Rotor (Electric Only), 3D - Reversible ESC"
5x4R-RH,LP05040R-RH,3.12,In Stock,4.0,5.0,7.983184,"Multi Rotor (Electric Only), 3D - Reversible ESC"
5x4.1SF,LP05041SF,2.45,In Stock,4.1,5.0,1.995796,Indoor 3D
5x4.5E-B4,LP05045E-B4,5.63,Discontinued,4.5,5.0,19.957959999999996,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
5x5E,LP05050E,2.55,In Stock,5.0,5.0,3.991592,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only)"
5x5EP,LP05050EP,2.55,In Stock,5.0,5.0,3.991592,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
5x5F,LP05050F,3.52,In Stock,5.0,5.0,3.129771,Folding (Electric Only)
5x5FP,LP05050FP,3.52,In Stock,5.0,5.0,3.129771,Folding (Electric Only)
5x7.5E,LP05075E,2.67,In Stock,7.5,5.0,4.989489999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only)"
5x7.5EP,LP05075EP,2.67,In Stock,7.5,5.0,4.989489999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
5.1x4.5E,LP05145E,2.55,In Stock,4.5,5.1,5.125566999999999,Thin Electric
5.1x5.0E-B4,LP05150E-B4,5.63,In Stock,5.0,5.1,15.966368,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
5.2x6.0E-B4,LP05260E-B4,5.63,In Stock,6.0,5.2,15.966368,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
5.25x4.75E,LP053475E,2.55,In Stock,4.75,5.25,3.991592,Speed 400 (Electric Only)
5.25x5.5E,LP05355E,2.55,In Stock,5.5,5.25,3.991592,Speed 400 (Electric Only)
5.25x6.25E,LP053625E,2.55,In Stock,6.25,5.25,3.991592,Speed 400 (Electric Only)
5.25x6.25EC,LP053625EC,7.8,In Stock,6.25,5.25,3.129771,"Speed 400 (Electric Only), Carbon Fiber (Electric Only)"
5.25x8E,LP05380E,2.67,In Stock,8.0,5.25,4.989489999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only)"
5.25x8EP,LP05380EP,2.67,In Stock,8.0,5.25,4.989489999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
5.3x5.9E,LP05359E,2.67,In Stock,5.9,5.3,4.490541,Speed 400 (Electric Only)
5.5x2,LP05520,2.6,In Stock,2.0,5.5,7.076003999999999,"Free Flight, Sport"
5.5x2.5,LP05525,2.6,In Stock,2.5,5.5,7.076003999999999,"Free Flight, Sport"
5.5x4.5E,LP05545E,2.55,In Stock,4.5,5.5,3.991592,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only)"
5.5x4.5E-B4,LP05545E-B4,5.63,Discontinued,4.5,5.5,15.966368,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
5.5x4.5EP,LP05545EP,2.55,In Stock,4.5,5.5,3.991592,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
5.5x4.7E,LP05547E,2.55,In Stock,4.7,5.5,3.991592,"Thin Electric, Speed 400 (Electric Only)"
5.5x6.5E,LP05565E,2.55,In Stock,6.5,5.5,3.991592,Speed 400 (Electric Only)
5.5x6.5EC,LP05565EC,7.8,In Stock,6.5,5.5,3.129771,"Speed 400 (Electric Only), Carbon Fiber (Electric Only)"
5.5x7.0,LP05570,2.6,In Stock,7.0,5.5,7.983184,Pylon Racing
5.7x3,LP05730,2.6,In Stock,3.0,5.7,5.125566999999999,"Free Flight, Sport"
6x2,LP06020,2.67,In Stock,2.0,6.0,7.937825,"Free Flight, Sport"
6x3,LP06030,2.67,In Stock,3.0,6.0,7.937825,"Free Flight, Sport"
6x3F,LP06030F,3.63,In Stock,3.0,6.0,3.991592,Folding (Electric Only)
6x3R-LH,LP06030R-LH,3.35,In Stock,3.0,6.0,7.983184,"Multi Rotor (Electric Only), 3D - Reversible ESC"
6x3R-RH,LP06030R-RH,3.35,In Stock,3.0,6.0,7.983184,"Multi Rotor (Electric Only), 3D - Reversible ESC"
6x3.1SF,LP06031SF,2.49,In Stock,3.1,6.0,2.9936939999999996,Indoor 3D
6x4,LP06040,2.67,In Stock,4.0,6.0,5.125566999999999,Sport
6x4E,LP06040E,2.59,In Stock,4.0,6.0,5.125566999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only)"
6x4E-B4,LP06040E-B4,6.05,In Stock,4.0,6.0,20.502267999999997,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
6x4EP,LP06040EP,2.59,In Stock,4.0,6.0,5.125566999999999,"Multi Rotor (Electric Only), FPV Racing / Freestyle, Speed 400 (Electric Only), Speed 400 Reverse Rotation (Left Hand Rotation)"
6x4.1SF,LP06041SF,2.49,In Stock,4.1,6.0,2.9936939999999996,Indoor 3D
6x4.5E-B4,LP06045E-B4,6.05,Discontinued,4.5,6.0,28.304015999999997,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
6x5,LP06050,2.67,In Stock,5.0,6.0,6.985285999999999,Sport
6x5.5E,LP06055E,2.59,In Stock,5.5,6.0,5.125566999999999,Thin Electric
6x6E,LP06060E,2.59,In Stock,6.0,6.0,5.125566999999999,"Thin Electric, Multi Rotor (Electric Only), FPV Racing / Freestyle"
6x6EP,LP06060EP,2.59,In Stock,6.0,6.0,5.125566999999999,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), FPV Racing / Freestyle"
6.3x4,LP06340,2.72,In Stock,4.0,6.3,11.067596,Pylon Combat
6.5x2.9,LP06529,2.72,In Stock,2.9,6.5,11.067596,Free Flight
6.5x3.7,LP06537,2.72,In Stock,3.7,6.5,11.067596,Pylon Combat
6.5x5.0,LP06550,2.72,In Stock,5.0,6.5,11.067596,Pylon Racing
6.5x5.5,LP06555,2.72,In Stock,5.5,6.5,11.067596,Pylon Racing
6.5x6.0,LP06560,2.72,In Stock,6.0,6.5,11.067596,Pylon Racing
6.5x6.5,LP06565,2.72,In Stock,6.5,6.5,11.067596,Pylon Racing
6.5x7.0,LP06570,2.72,In Stock,7.0,6.5,11.067596,Pylon Racing
6.5x7.5,LP06575,2.72,In Stock,7.5,6.5,11.067596,Pylon Racing
7x10,LP07010,2.78,In Stock,10.0,7.0,13.063391999999999,Sport
7x11E,LP07011E,2.86,In Stock,11.0,7.0,9.978979999999998,"Thin Electric, Multi Rotor (Electric Only), FPV Racing / Freestyle"
7x11EP,LP07011EP,2.86,In Stock,11.0,7.0,9.978979999999998,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), FPV Racing / Freestyle"
7x15E,LP07015E,2.86,In Stock,15.0,7.0,9.978979999999998,"Thin Electric, Multi Rotor (Electric Only), FPV Racing / Freestyle"
7x15EP,LP07015EP,2.86,In Stock,15.0,7.0,9.978979999999998,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), FPV Racing / Freestyle"
7x3,LP07030,2.78,In Stock,3.0,7.0,11.929416999999999,"Free Flight, Sport"
7x3.8WSF,LP07038WSF,2.59,In Stock,3.8,7.0,7.076003999999999,Slow Fly (Electric Only)
7x4,LP07040,2.78,In Stock,4.0,7.0,11.929416999999999,"Free Flight, Sport"
7x4E,LP07040E,2.71,In Stock,4.0,7.0,7.983184,"Thin Electric, Multi Rotor (Electric Only)"
7x4E(HEXO),LP07040E(HEXO),6.24,Discontinued,4.0,7.0,15.87565,"Self Tightening, Black MR"
7x4E-B4,LP07040E-B4,7.06,In Stock,4.0,7.0,31.932736,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
7x4EP,LP07040EP,2.71,In Stock,4.0,7.0,7.983184,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation)"
7x4EP(HEXO),LP07040EP(HEXO),6.24,Discontinued,4.0,7.0,15.87565,"Self Tightening, Black MR"
7x4F,LP07040F,3.84,In Stock,4.0,7.0,5.125566999999999,Folding (Electric Only)
7x4SF,LP07040SF,2.59,In Stock,4.0,7.0,5.125566999999999,"Multi Rotor (Electric Only), Slow Fly (Electric Only)"
7x4SF-B4,LP07040SF-B4,7.49,In Stock,4.0,7.0,20.502267999999997,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), Slow Fly (Electric Only)"
7x4SFP,LP07040SFP,2.59,In Stock,4.0,7.0,5.125566999999999,"Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation)"
7x4.1SF,LP07041SF,2.59,In Stock,4.1,7.0,3.4926429999999997,Indoor 3D
7x5,LP07050,2.78,In Stock,5.0,7.0,11.067596,Sport
7x5E,LP07050E,2.71,In Stock,5.0,7.0,7.983184,"Thin Electric, Multi Rotor (Electric Only)"
7x5E-B4,LP07050E-B4,7.06,In Stock,5.0,7.0,31.932736,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), FPV Racing / Freestyle"
7x5EP,LP07050EP,2.71,In Stock,5.0,7.0,7.983184,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation)"
7x5SF,LP07050SF,2.59,In Stock,5.0,7.0,5.125566999999999,Slow Fly (Electric Only)
7x6,LP07060,2.78,In Stock,6.0,7.0,13.063391999999999,Sport
7x6E,LP07060E,2.71,In Stock,6.0,7.0,7.983184,"Thin Electric, Multi Rotor (Electric Only)"
7x6EP,LP07060EP,2.71,In Stock,6.0,7.0,7.983184,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation)"
7x6F,LP07060F,3.84,In Stock,6.0,7.0,5.125566999999999,Folding (Electric Only)
7x6P,LP07060P,2.78,In Stock,6.0,7.0,13.063391999999999,"Sport, Pusher (for IC Engines)"
7x6SF,LP07060SF,2.59,In Stock,6.0,7.0,5.125566999999999,Slow Fly (Electric Only)
7x6W,LP07060W,2.84,In Stock,6.0,7.0,13.063391999999999,Pylon Racing
7x7,LP07070,2.78,In Stock,7.0,7.0,13.063391999999999,Sport
7x7E,LP07070E,2.71,In Stock,7.0,7.0,7.983184,Thin Electric
7x8,LP07080,2.78,In Stock,8.0,7.0,13.063391999999999,Sport
7x9,LP07090,2.78,In Stock,9.0,7.0,13.063391999999999,Sport
7x9E,LP07090E,2.86,In Stock,9.0,7.0,9.978979999999998,"Thin Electric, Multi Rotor (Electric Only), FPV Racing / Freestyle"
7x9EP,LP07090EP,2.86,In Stock,9.0,7.0,9.978979999999998,"Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), FPV Racing / Freestyle"
7.4x7.5C,LP07475C,12.0,In Stock,7.5,7.4,15.87565,"Carbon Fiber, AMA 422 (Q40)"
7.4x7.6C,LP07476C,12.0,In Stock,7.6,7.4,15.87565,"Carbon Fiber, AMA 422 (Q40)"
7.4x7.7C,LP07477C,12.0,In Stock,7.7,7.4,15.87565,"Carbon Fiber, AMA 422 (Q40)"
7.4x7.81C,LP074781C,12.0,Discontinued,7.81,7.4,15.87565,"Carbon Fiber, AMA 422 (Q40)"
7.4x7.8C,LP07478C,12.0,Discontinued,7.8,7.4,15.87565,"Carbon Fiber, AMA 422 (Q40)"
7.4x8.0C,LP07480C,12.0,Discontinued,8.0,7.4,15.87565,"Carbon Fiber, AMA 422 (Q40)"
7.4x8.1C,LP07481C,12.0,Discontinued,8.1,7.4,15.013828999999998,"Carbon Fiber, AMA 422 (Q40)"
7.4x8.25C,LP074825C,12.0,Discontinued,8.25,7.4,15.013828999999998,"Carbon Fiber, AMA 422 (Q40)"
7.5x2.5,LP07525,3.06,Discontinued,2.5,7.5,12.020135,Combat
7.5x8C,LP07580C,12.0,Discontinued,8.0,7.5,15.013828999999998,"Pylon Racing, Carbon Fiber"
7.625x3.25,LP0763325,3.06,In Stock,3.25,7.625,11.067596,Free Flight
7.8x4,LP07840,3.06,In Stock,4.0,7.8,17.871446,"Free Flight, Pylon Combat"
7.8x4C,LP07840C,18.0,Discontinued,4.0,7.8,13.879853999999998,"Combat, Carbon Fiber"
7.8x6,LP07860,3.06,In Stock,6.0,7.8,17.871446,Pylon Combat
7.8x6C,LP07860C,18.0,Discontinued,6.0,7.8,13.879853999999998,"Combat, Carbon Fiber"
7.8x7,LP07870,3.06,In Stock,7.0,7.8,17.871446,Pylon Combat
7.8x7C,LP07870C,18.0,Discontinued,7.0,7.8,13.879853999999998,"Combat, Carbon Fiber"
8x10,LP08010,3.0,In Stock,10.0,8.0,19.005421,Sport
8x10E,LP08010E,2.92,In Stock,10.0,8.0,15.013828999999998,Thin Electric
8x3.75,LP08037,3.06,In Stock,3.75,8.0,17.009625,Free Flight
8x3.75W,LP08037W,3.06,Discontinued,3.75,8.0,20.139396,Free Flight
8x3.8SF,LP08038SF,2.78,In Stock,3.8,8.0,7.076003999999999,"Multi Rotor (Electric Only), Slow Fly (Electric Only)"
8x3.8SF-B4,LP08038SF-B4,8.89,In Stock,3.8,8.0,28.304015999999997,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), Slow Fly (Electric Only)"
8x3.8SFP,LP08038SFP,2.78,In Stock,3.8,8.0,7.076003999999999,"Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation)"
8x4,LP08040,3.0,In Stock,4.0,8.0,15.87565,Sport
8x4E,LP08040E,2.92,In Stock,4.0,8.0,13.018032999999999,Thin Electric
8x4F,LP08040F,4.12,In Stock,4.0,8.0,7.937825,Folding (Electric Only)
8x4.1SF,LP08041SF,2.78,In Stock,4.1,8.0,4.490541,Indoor 3D
8x4.2SFR,LP08042SFR,2.78,In Stock,4.2,8.0,4.989489999999999,"Indoor 3D, Reversible ESC (Slow Fly)"
8x4.5MR,LP08045MR,2.68,In Stock,4.5,8.0,9.0718,Multi Rotor (Electric Only)
8x4.5MR(ST),LP08045MR(ST),3.0,In Stock,4.5,8.0,11.022236999999999,Self Tightening
8x4.5MR-B4,LP08045MR-B4,8.56,In Stock,4.5,8.0,36.2872,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW)"
8x4.5MRP,LP08045MRP,2.68,In Stock,4.5,8.0,9.0718,Multi Rotor (Electric Only)
8x4.5MRP(ST),LP08045MRP(ST),3.0,In Stock,4.5,8.0,11.022236999999999,Self Tightening
8x4.7SF,LP08047SF,2.78,In Stock,4.7,8.0,7.076003999999999,"Multi Rotor (Electric Only), Slow Fly (Electric Only)"
8x4.7SF-B4,LP08047SF-B4,8.89,In Stock,4.7,8.0,28.304015999999997,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), Slow Fly (Electric Only)"
8x4.7SFP,LP08047SFP,2.78,In Stock,4.7,8.0,7.076003999999999,"Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation)"
8x5,LP08050,3.0,In Stock,5.0,8.0,19.005421,Sport
8x6,LP08060,3.0,In Stock,6.0,8.0,19.005421,"Sport, Control Line"
8x6E,LP08060E,2.92,In Stock,6.0,8.0,14.015931,Thin Electric
8x6EP,LP08060EP,2.92,In Stock,6.0,8.0,14.015931,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation)"
8x6SF,LP08060SF,2.78,In Stock,6.0,8.0,7.076003999999999,Slow Fly (Electric Only)
8x7,LP08070,3.0,In Stock,7.0,8.0,19.005421,Sport
8x7.3,LP08073,4.48,In Stock,7.3,8.0,24.94745,Pylon Racing
8x8,LP08080,3.0,In Stock,8.0,8.0,19.005421,Sport
8x8E,LP08080E,2.92,In Stock,8.0,8.0,15.013828999999998,Thin Electric
8x8EP,LP08080EP,2.92,In Stock,8.0,8.0,15.013828999999998,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation)"
8x9,LP08090,3.0,In Stock,9.0,8.0,19.005421,Sport
8.5x5.0,LP08550,4.48,Discontinued,5.0,8.5,17.009625,Pylon Racing
8.5x5.5,LP08555,4.48,Discontinued,5.5,8.5,20.139396,Pylon Racing
8.5x6.5,LP08565,4.48,Discontinued,6.5,8.5,20.139396,Pylon Racing
8.5x7.0,LP08570,4.48,Discontinued,7.0,8.5,26.943246,Pylon Racing
8.5x7.25,LP085725,4.48,Discontinued,7.25,8.5,26.943246,Pylon Racing
8.5x7.5,LP08575,4.48,Discontinued,7.5,8.5,28.077220999999998,Pylon Racing
8.625x3.75,LP0863375,3.35,In Stock,3.75,8.625,21.001217,Free Flight
8.75x5.0,LP08850,3.35,In Stock,5.0,8.75,28.077220999999998,Pylon Combat
8.75x7.0N,LP08870N,4.48,In Stock,7.0,8.75,28.077220999999998,Pylon Racing
8.75x7.0NN,LP08870NN,4.48,Discontinued,7.0,8.75,26.081425,Pylon Racing
8.75x7.5N,LP08875N,4.48,In Stock,7.5,8.75,28.077220999999998,Pylon Racing
8.75x7.5NN,LP08875NN,4.48,In Stock,7.5,8.75,28.939041999999997,Pylon Racing
8.75x7.5W,LP08875W,4.48,In Stock,7.5,8.75,24.94745,Pylon Racing
8.75x7.75N,LP088775N,4.48,Discontinued,7.75,8.75,28.077220999999998,Pylon Racing
8.75x7.75NN,LP088775NN,4.48,In Stock,7.75,8.75,24.94745,Pylon Racing
8.75x7.75W,LP088775W,4.48,Discontinued,7.75,8.75,26.081425,Pylon Racing
8.75x8.0N,LP08880N,4.48,Discontinued,8.0,8.75,28.939041999999997,Pylon Racing
8.75x8.0NN,LP08880NN,4.48,In Stock,8.0,8.75,28.939041999999997,Pylon Racing
8.75x8.0W,LP08880W,4.48,Discontinued,8.0,8.75,26.081425,Pylon Racing
8.75x8.25N,LP088825N,4.48,Discontinued,8.25,8.75,28.939041999999997,AMA 426 (Q500)
8.75x8.25NN,LP088825NN,4.48,In Stock,8.25,8.75,24.94745,Pylon Racing
8.75x8.25W,LP088825W,4.48,Discontinued,8.25,8.75,24.94745,Pylon Racing
8.8x8.5,LP088850,4.48,In Stock,8.5,8.8,24.94745,Pylon Racing
8.75x8.5N,LP08885N,4.48,In Stock,8.5,8.75,28.077220999999998,AMA 426 (Q500)
8.75x8.5NN,LP08885NN,4.48,Discontinued,8.5,8.75,24.94745,Pylon Racing
8.75x8.5W,LP08885W,4.48,Discontinued,8.5,8.75,24.94745,Pylon Racing
8.8x8.75,LP088875,4.48,In Stock,8.75,8.8,26.943246,AMA 426 (Q500)
8.75x8.75NN,LP088875NN,4.48,In Stock,8.75,8.75,24.94745,Pylon Racing
8.75x8.75W,LP088875W,4.48,In Stock,8.75,8.75,24.94745,Pylon Racing
8.8x8.9,LP088890,4.48,In Stock,8.9,8.8,26.081425,AMA 426 (Q500)
8.8x9.0,LP088900,4.48,In Stock,9.0,8.8,26.081425,AMA 426 (Q500)
8.75x9.0NN,LP08890NN,4.48,In Stock,9.0,8.75,26.081425,Pylon Racing
8.75x9.0W,LP08890W,4.48,In Stock,9.0,8.75,26.081425,Pylon Racing
8.8x9.25,LP088925,4.48,In Stock,9.25,8.8,26.943246,AMA 426 (Q500)
8.75x9.25NN,LP088925NN,4.48,In Stock,9.25,8.75,24.94745,Pylon Racing
8.75x9.25W,LP088925W,4.48,In Stock,9.25,8.75,24.94745,Pylon Racing
8.8x9.5,LP088950,4.48,In Stock,9.5,8.8,26.081425,Pylon Racing
8.75x9.5NN,LP08895NN,4.48,Discontinued,9.5,8.75,24.94745,Pylon Racing
8.8x9.75,LP088975,4.48,In Stock,9.75,8.8,26.081425,Pylon Racing
9x10,LP09010,3.35,In Stock,10.0,9.0,22.135192,Sport
9x3,LP09030,3.35,In Stock,3.0,9.0,24.94745,"Sport, Pylon Combat"
9x3N,LP09030N,3.35,In Stock,3.0,9.0,15.013828999999998,Pylon Combat
9x3.7SF,LP09037SF,3.08,In Stock,3.7,9.0,4.989489999999999,Indoor 3D
9x3.8SF,LP09038SF,3.08,In Stock,3.8,9.0,9.0718,"Multi Rotor (Electric Only), Slow Fly (Electric Only)"
9x3.8SF-B4,LP09038SF-B4,9.83,In Stock,3.8,9.0,36.2872,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), Slow Fly (Electric Only)"
9x3.8SFP,LP09038SFP,3.08,In Stock,3.8,9.0,9.0718,"Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation)"
9x4,LP09040,3.35,In Stock,4.0,9.0,22.951653999999998,"Free Flight, Sport"
9x4M-LH,LP09040M-LH,7.95,In Stock,4.0,9.0,33.973890999999995,Marine
9x4.1SF,LP09041SF,3.08,In Stock,4.1,9.0,4.989489999999999,Indoor 3D
9x4.4SFR,LP09044SFR,3.08,In Stock,4.4,9.0,6.531695999999999,"Indoor 3D, Reversible ESC (Slow Fly)"
9x4.5E,LP09045E,3.22,In Stock,4.5,9.0,17.962164,Thin Electric
9x4.5EP,LP09045EP,3.22,In Stock,4.5,9.0,17.962164,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation)"
9x4.5MR,LP09045MR,2.94,In Stock,4.5,9.0,11.067596,Multi Rotor (Electric Only)
9x4.5MR(ST),LP09045MR(ST),3.29,In Stock,4.5,9.0,14.015931,Self Tightening
9x4.5MR-B4,LP09045MR-B4,9.4,In Stock,4.5,9.0,44.270384,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW)"
9x4.5MRF-L(B),LP09045MRF-L(B),4.15,In Stock,4.5,9.0,9.978979999999998,"Multi Rotor (Electric Only), MR Folding"
9x4.5MRF-LH,LP09045MRF-LH,4.37,In Stock,4.5,9.0,8.981082,"Multi Rotor (Electric Only), MR Folding"
9x4.5MRF-R(B),LP09045MRF-R(B),4.15,In Stock,4.5,9.0,9.978979999999998,"Multi Rotor (Electric Only), MR Folding"
9x4.5MRF-RH,LP09045MRF-RH,4.37,In Stock,4.5,9.0,8.981082,"Multi Rotor (Electric Only), MR Folding"
9x4.5MRP,LP09045MRP,2.94,In Stock,4.5,9.0,11.067596,Multi Rotor (Electric Only)
9x4.5MRP(ST),LP09045MRP(ST),3.29,In Stock,4.5,9.0,14.015931,Self Tightening
9x4.5R-LH,LP09045R-LH,4.82,In Stock,4.5,9.0,26.036065999999998,"Multi Rotor (Electric Only), 3D - Reversible ESC"
9x4.5R-RH,LP09045R-RH,4.82,In Stock,4.5,9.0,26.036065999999998,"Multi Rotor (Electric Only), 3D - Reversible ESC"
9x4.6SF,LP09046SF,3.08,In Stock,4.6,9.0,4.989489999999999,Indoor 3D
9x4.7SF,LP09047SF,3.08,In Stock,4.7,9.0,9.0718,"Multi Rotor (Electric Only), Slow Fly (Electric Only)"
9x4.7SF-B4,LP09047SF-B4,9.83,In Stock,4.7,9.0,36.2872,"Multi Rotor (Electric Only), Bundle (2 CW & 2 CCW), Slow Fly (Electric Only)"
9x4.7SFP,LP09047SFP,3.08,In Stock,4.7,9.0,9.0718,"Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation)"
9x5,LP09050,3.35,In Stock,5.0,9.0,22.135192,"Free Flight, Sport"
9x5F,LP09050F,4.54,In Stock,5.0,9.0,9.933620999999999,Folding (Electric Only)
9x5FP,LP09050FP,4.54,In Stock,5.0,9.0,9.933620999999999,Folding (Electric Only)
9x5M-JK,LP09050M-JK,13.9,In Stock,5.0,9.0,49.985618,Marine
9x6,LP09060,3.35,In Stock,6.0,9.0,22.135192,"Sport, AMA 424 (Sport Q500)"
9x6E,LP09060E,3.22,In Stock,6.0,9.0,18.007523,Thin Electric
9x6EP,LP09060EP,3.22,In Stock,6.0,9.0,18.007523,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation)"
9x6N,LP09060N,3.35,In Stock,6.0,9.0,17.871446,Control Line Racing
9x6P,LP09060P,3.35,In Stock,6.0,9.0,22.135192,"Sport, Pusher (for IC Engines)"
9x6SF,LP09060SF,3.08,In Stock,6.0,9.0,9.0718,Slow Fly (Electric Only)
9x6.5,LP09065,4.48,In Stock,6.5,9.0,30.073016999999997,Pylon Racing
9x7,LP09070,3.35,In Stock,7.0,9.0,22.951653999999998,Sport
9x7.5,LP09075,4.48,In Stock,7.5,9.0,30.073016999999997,Pylon Racing
